candidate_id,candidate_label,platform,year_week,week_start,er_median,z_score,z_global,z_rolling,anomaly_type,volume,top_post_text,top_post_engagement
pierre_yves_bournazel,P-Y. Bournazel (Horizons),instagram,2025-W33,2025-08-15,235.0,2.07,1.24,2.07,pic_significatif,1,"Le 30 août, la Politique avec un grand P sera à l’honneur. Celle qui s’occupe des Français. Celle qui trouve des solutions. Celle qui agit.🗓️J-15 : rejoins-nous pour la première édition des #Hori",235
pierre_yves_bournazel,P-Y. Bournazel (Horizons),instagram,2025-W45,2025-11-03,389.0,3.37,3.37,2.4,pic_viral,7,"Avec @gabrielattal dans mon cher XVIIIe ! Merci cher Gabriel de ton précieux soutien. Merci aux Parisiennes et aux Parisiens de leur soutien, de leur engagement et de leurs idées pour préparer l’av | Pour toutes les Parisiennes et pour tous les Parisiens qui espèrent un changement. @gabrielattal était sur le terrain aux côtés de @pierreyvesbournazel pour présenter les premières propositions  | Les 15 et 22 mars, les Parisiennes et les Parisiens pourront choisir le projet de la sincérité, de la proximité et des solutions pour Paris !Rejoignez la campagne en cliquant sur le lien en b",2412
pierre_yves_bournazel,P-Y. Bournazel (Horizons),instagram,2026-W01,2025-12-30,308.0,2.25,2.25,1.54,pic_significatif,5,"Je mettrai fin aux frais de mandat délirants pour les élus parisiens.Simple, basique.Snap | Je vous souhaite une merveilleuse année 2026, pleine de réussite, d’amour, de beaux moments pour vous et vos proches.2026 sera aussi une année importante pour Paris.Ce sera l’année d’une nouvelle  | December Dump 🎄Le dernier mois de l’année touche à sa fin. C’est l’occasion de revenir sur un mois de décembre intense, rythmé par la campagne, l’engagement constant des équipes et la richesse de",1089
rachida_dati,R. Dati (LR),instagram,2025-W09,2025-02-24,0.137816,4.0,4.0,2.46,pic_viral,2,"Actrice d’exception, icône intemporelle, @juliaroberts a marqué l’histoire du cinéma par son talent et son charisme. Honorée de lui remettre les insignes de chevalier de l’Ordre des Arts et des Le | 100 ans de courage, de mémoire et de transmission.J’ai eu l’honneur de célébrer, aux côtés du Gouverneur des Invalides Christophe de Saint Chamas, le centenaire de Ginette Kolinka, rescapée d’Au",54465
rachida_dati,R. Dati (LR),instagram,2025-W20,2025-05-13,0.033117,2.1,0.37,2.1,pic_significatif,3,"Depuis le ministère de la @culture_gouv et en présence de Brigitte Macron, @linerenaudofficiel confie ses archives personnelles ainsi que celles de Loulou Gasté aux @archivesnatfr. Une contribution | 📅 Vous faites quoi le samedi 17 mai au soir ?Au ministère de la @culture_gouv , on a rendez-vous pour la Nuit européenne des musées ✨Partout en Europe, près de 3 000 musées vous ouvrent leurs por | #Apéritifcanin 🦮🐕‍🦺🐾🦴🐶Moment convivial et festif avec les habitants de #Paris7 et amis canins de #Paname dans le jardin de la @mairie7 @rachida.dati #animauxdecompagnie",22305
rachida_dati,R. Dati (LR),instagram,2025-W39,2025-09-23,0.130648,3.75,3.75,2.33,pic_viral,2,"Depuis plus de 30 ans, @karine.le.marchand accompagne les Français avec bienveillance, humour et authenticité. Animatrice emblématique et attachante, elle devient Chevalier de l’Ordre des Arts et d | Le @psg et @nakedheartfrance ont uni leurs forces pour le gala «Paris for Good», sous le haut patronage de @almayassabnthamad. Les fonds soutiendront les enfants avec trouble du spectre autistique et ",51632
rachida_dati,R. Dati (LR),instagram,2025-W50,2025-12-12,0.08691,2.23,2.23,2.0,pic_significatif,2,"Voilà ce qu’ils ne veulent pas qu’on montre! Voilà le bilan de ceux qui gèrent Paris depuis 25 ans!Qui peut croire qu’avec eux, les choses changeront demain!Avec moi, ça changera. La sécurité et | On ne peut pas être Maire si on ne connaît pas sa ville.Faire le trajet entre Rungis et Paris le matin, c’est mesurer toutes les difficultés générées par l’absence de plan de circulation à l’échelle d",34347
sarah_knafo,S. Knafo (Reconquête),instagram,2025-W29,2025-07-14,0.038342,2.25,1.31,2.25,pic_significatif,7,"Mes 8 solutions d’urgence pour donner quelques idées à François Bayrou. Vous pouvez les mettre en œuvre tout de suite. Les Français n’en peuvent plus de payer : arrêtez de dépenser ! ⬆️ |  | 🚨François Bayrou annonce qu’il va augmenter les impôts et supprimer deux jours fériés.Résultat ? C’est vous qui passez à la caisse. Il vous demande de faire l’effort qu’il ne fait pas, ou si peu",129296
sarah_knafo,S. Knafo (Reconquête),instagram,2025-W32,2025-08-04,0.052983,2.23,2.23,1.55,pic_significatif,5,"Merci. 💕 | Voulez-vous continuer de payer 20 milliards d’euros par an pour des aides sociales non-contributives aux étrangers ? C’est une aberration dans le monde. En Suisse, si un étranger passe plus de 6 mois  | Le député LFI Antoine Léaument m’attaque : je lui réponds. ⤴️",109399
sarah_knafo,S. Knafo (Reconquête),instagram,2025-W33,2025-08-12,0.081908,4.05,4.05,1.92,pic_viral,3,"Le nombre d’agriculteurs est passé de 1,2 million en 1980 à 400 000 en 2024. Sur la même période, le nombre de fonctionnaires du ministère de l’Agriculture est passé de 18 000 à 36 000.-66% d’a | De plus en plus de Juifs quittent la France. Quelle tristesse de voir ceux qui aiment l’Europe la quitter, quand tant de gens qui la détestent y arrivent chaque année. Mon discours au Parlement euro | Merci ! ❤️",127006
sarah_knafo,S. Knafo (Reconquête),instagram,2025-W34,2025-08-19,0.087113,4.38,4.38,1.53,pic_viral,2,"Merveilleux moments au Puy du Fou, chef d’œuvre de beauté et d’émotion. Il nous faut un Philippe de Villiers par région et la France est sauvée ! | Merci ! 💕",89134
sophia_chikirou,S. Chikirou (LFI),instagram,2025-W19,2025-05-06,0.013268,2.26,0.1,2.26,pic_significatif,4,"À l’invitation du Mouvement pour la Paix, j’ai participé à la cérémonie d’hommage aux morts pour la Liberté, combattants des armées alliées et soviétiques, au cimetière du Père Lachaise. L’ | Belle journée au Village antifasciste sur la Place du Panthéon Après avoir été interdit de façon autoritaire et illégale, cet événement qui réunit toutes les organisations engagées dans la  | 🟣 AESH en souffrance : Rencontre avec une représentante dans le 20eCe mardi, rencontre avec Ruth Pierre, représentante de l’association « Le 20e aux enfants » pour évoquer la situation alarma",730
sophia_chikirou,S. Chikirou (LFI),instagram,2025-W25,2025-06-16,0.024804,2.29,1.6,2.29,pic_significatif,8,"❌️ L'horreur des chiffres : selon l'UNICEF, plus de 50 000 enfants ont été tués ou blessés à #Gaza.➡️ La France doit tout faire pour mettre un terme au génocide. @emmanuelmacron, agissez !#StopG | T'es de gauche ? Unfollow Cerfia. | 🏳️‍🌈 Sophia Chikirou rappelle le soutien du groupe LFI-A à l’Inter-LGBT.Valérie Pécresse veut supprimer leur subvention suite à une affiche qui a déplu à l’extrême droite réactionnaire.✊ Contr",16409
sophia_chikirou,S. Chikirou (LFI),instagram,2025-W30,2025-07-23,0.044967,4.22,4.22,2.12,pic_viral,3,"🔴 ""Génocide"", ce mot que les macronistes veulent vous interdire pour parler de #Gaza.#StopGénocide | La Flotille de la Liberté #Handala approche de Gaza. Nous pensons à tout l’équipage et en particulier à nos deux parlementaires : @gabrielle_cathala et @emma.fourreau. Chaque jour, nous espérons  | Le sommet UE-Chine est un rendez-vous manqué. Je déplore l’absence de stratégie autonome et cohérente de la commission européenne avec Pékin.La France doit tirer les leçons de cette impuissance",6166
sophia_chikirou,S. Chikirou (LFI),instagram,2025-W45,2025-11-03,0.019608,2.24,0.93,2.24,pic_significatif,10,"Présente devant le commissariat du 19e arrondissement pour exiger la libération des militants palestiniens arrêtés hier à la philharmonie de Paris. | Présente aujourd’hui à la manifestation parisienne pour soutenir le peuple palestinien ! | Je dénonce la mauvaise foi des macronistes sur leur financement aux entreprises.Des années de casses sociales et d’hypocrisie, et ils continuent encore…",4010
sophia_chikirou,S. Chikirou (LFI),instagram,2026-W05,2026-01-26,0.032222,2.56,2.56,2.33,pic_significatif,21,"Nous étions plus de 1500, réunis ce soir dans la grande salle du Cirque d’Hiver 🔥Pour une politique de rupture et pour améliorer concrètement la vie des habitants et habitantes de Paris, il faut voter | Nous sommes Le Nouveau Paris Populaire !Snap | Manuel Bompard, coordinateur national de la France insoumise vous invite au grand meeting de Sophia Chikirou !Objectif : porter le Nouveau Paris Populaire à l’Hôtel de Ville.Rendez-vous le 30 janvie",7918
thierry_mariani,T. Mariani (RN),instagram,2025-W47,2025-11-17,0.027282,2.6,2.6,2.29,pic_significatif,2,"mariani.thierry: | 🔵🔴 Le Conseil de Paris vient de voter le financement de 17 logements sociaux pour 7,6 millions € dans l’hôtel de Fourcy, classé aux Monuments Historiques.Paris est surendettée, et on dilapide l’argent",813
sarah_knafo,S. Knafo (Reconquête),tiktok,2025-W24,2025-06-10,0.110172,2.03,2.03,1.8,pic_significatif,1,"Les émeutes, ce serait de la faute de tout sauf des émeutiers… De la faute de la pauvreté ? Alors où sont les casseurs de la Creuse ? De la faute de la ""masculinité toxique"" ? Où sont les émeutes des ",209326
sophia_chikirou,S. Chikirou (LFI),tiktok,2025-W41,2025-10-09,0.1374,2.31,2.31,1.39,pic_significatif,1,Merci à toutes et tous d’avoir répondu présents pour soutenir les équipages libérés ou toujours enfermés de la Flottille internationale pour Gaza #FreePalestine et #Stopgenocide,241
sophia_chikirou,S. Chikirou (LFI),tiktok,2026-W06,2026-02-02,0.123644,2.16,1.8,2.16,pic_significatif,1,Je suis très heureuse d’accueillir les écolos populaires !,285
